Id,Predicted
31947,227.1|358.9
31948,455.7|228.7
31949,218.4|550.6
31950,422.8|466.5
31951,229.2|298.3
31952,366.6|499.9
31953,373.1|335.2
31954,459.7|363.2
31955,348.3|384.3
31956,381.8|280.2
31957,550.8|524.8
31958,239.2|450.5
31959,219.3|471.5
31960,221.3|483.6
31961,325.9|388.5
31962,281.4|536.9
31963,561.1|246.0
31964,204.5|581.8
31965,573.0|370.7
31966,209.9|335.0
31967,407.6|336.6
31968,225.5|264.3
31969,323.0|339.4
31970,539.3|590.1
31971,292.4|524.2
31972,386.6|351.3
31973,506.5|523.7
31974,475.0|339.5
31975,370.1|284.9
31976,267.9|520.8
31977,234.3|412.8
31978,513.8|493.6
31979,399.4|504.7
31980,429.9|215.0
31981,578.9|490.5
31982,377.7|487.5
31983,282.1|241.0
31984,471.1|244.7
31985,282.4|268.8
31986,426.4|479.0
31987,228.0|280.9
31988,244.0|498.5
31989,360.4|446.6
31990,333.6|563.0
31991,238.6|221.1
31992,476.1|286.9
31993,573.5|392.0
31994,285.3|528.4
31995,543.6|482.2
31996,434.4|487.1
31997,211.2|218.2
31998,384.9|359.4
31999,431.1|401.3
32000,592.6|475.0
32001,577.4|559.9
32002,434.0|556.6
32003,347.5|339.3
32004,431.1|338.1
32005,254.5|538.0
32006,531.6|416.1
32007,451.4|222.7
32008,539.4|276.4
32009,440.0|441.4
32010,442.3|301.0
32011,401.3|221.6
32012,428.5|549.6
32013,213.3|205.8
32014,442.7|373.9
32015,252.1|225.6
32016,455.0|515.6
32017,501.8|489.4
32018,256.6|372.6
32019,268.0|395.2
32020,451.7|513.3
32021,388.2|282.9
32022,585.9|362.8
32023,402.2|580.3
32024,252.3|314.7
32025,360.8|330.2
32026,418.9|295.5
32027,203.2|582.4
32028,424.9|562.9
32029,282.9|585.7
32030,551.8|215.7
32031,227.1|460.9
32032,356.9|280.7
32033,582.6|587.2
32034,226.1|291.3
32035,348.9|531.5
32036,326.7|351.7
32037,387.9|495.5
32038,337.6|329.7
32039,299.4|320.2
32040,344.2|218.7
32041,293.8|341.5
32042,290.1|469.1
32043,464.0|450.9
32044,581.7|209.3
32045,403.4|208.1
32046,558.6|215.7
32047,484.7|236.8
32048,385.0|353.2
32049,427.4|494.7
32050,253.9|365.5
32051,283.0|358.6
32052,216.6|205.1
32053,208.8|513.6
32054,317.5|385.9
32055,340.2|408.5
32056,210.4|282.5
32057,400.7|572.0
32058,272.7|302.7
32059,247.2|557.9
32060,575.4|425.1
32061,589.9|424.0
32062,595.2|387.9
32063,218.8|450.0
32064,561.1|460.9
32065,478.4|366.1
32066,375.6|295.0
32067,419.0|233.1
32068,379.8|482.7
32069,411.2|467.9
32070,365.9|519.6
32071,524.5|354.4
32072,352.1|441.5
32073,266.9|280.9
32074,420.1|441.1
32075,304.5|351.5
32076,342.0|256.7
32077,437.9|331.0
32078,557.6|238.1
32079,460.6|373.2
32080,205.6|257.7
32081,339.7|213.6
32082,225.2|245.6
32083,213.3|498.1
32084,516.7|461.6
32085,265.2|391.3
32086,476.6|473.9
32087,593.1|520.7
32088,375.8|268.7
32089,230.5|220.1
32090,542.2|249.6
32091,216.2|372.9
32092,384.2|352.9
32093,295.5|523.1
32094,361.3|247.6
32095,436.9|379.8
32096,403.9|346.2
32097,228.9|581.2
32098,537.5|415.3
32099,409.2|382.1
32100,296.6|313.0
32101,442.2|299.0
32102,476.2|510.8
32103,406.0|462.1
32104,557.8|252.9
32105,418.0|578.9
32106,299.9|371.0
32107,580.4|587.3
32108,450.5|394.2
32109,391.1|481.5
32110,355.5|447.3
32111,290.6|527.7
32112,565.6|463.2
32113,437.9|237.4
32114,280.7|241.3
32115,461.8|405.3
32116,475.1|282.8
32117,340.9|407.6
32118,582.4|450.3
32119,369.1|276.6
32120,594.6|334.6
32121,300.6|426.6
32122,560.2|492.4
32123,211.8|587.5
32124,262.6|573.1
32125,527.5|492.3
32126,594.4|427.6
32127,591.0|351.4
32128,279.4|592.9
32129,587.7|481.0
32130,535.1|343.3
32131,232.3|575.9
32132,475.0|371.1
32133,343.2|316.5
32134,432.4|516.0
32135,476.9|332.7
32136,577.0|517.5
32137,542.1|364.1
32138,243.3|420.5
32139,235.5|576.6
32140,224.0|578.0
32141,387.6|592.9
32142,235.4|490.5
32143,459.3|403.5
32144,364.0|270.8
32145,300.3|351.7
32146,381.2|296.0
32147,336.1|555.3
32148,458.9|426.4
32149,362.4|325.1
32150,485.0|278.5
32151,475.3|355.3
32152,282.9|448.5
32153,234.1|505.7
32154,206.8|525.1
32155,420.1|264.9
32156,220.0|451.5
32157,593.0|423.9
32158,476.4|345.4
32159,594.7|410.3
32160,239.0|541.3
32161,336.7|334.4
32162,473.8|238.0
32163,263.8|409.1
32164,285.6|539.4
32165,252.8|396.7
32166,259.5|245.0
32167,286.1|429.1
32168,246.8|457.6
32169,548.6|459.7
32170,444.9|301.7
32171,282.6|359.6
32172,532.1|321.3
32173,241.6|492.9
32174,574.9|305.5
32175,531.7|410.7
32176,392.0|388.8
32177,315.8|324.0
32178,564.4|473.5
32179,568.2|495.1
32180,340.4|317.1
32181,395.5|304.0
32182,449.6|595.5
32183,388.2|582.2
32184,513.5|527.3
32185,380.0|557.5
32186,296.3|332.7
32187,388.1|553.3
32188,293.0|409.2
32189,517.8|501.0
32190,329.2|218.1
32191,250.8|375.1
32192,272.2|403.4
32193,285.6|539.6
32194,238.9|463.7
32195,412.7|326.5
32196,438.3|318.2
32197,579.7|272.7
32198,361.7|281.0
32199,259.7|298.2
32200,439.3|297.4
32201,526.3|544.9
32202,260.2|459.1
32203,525.6|588.7
32204,397.7|352.2
32205,281.3|578.7
32206,207.7|477.3
32207,227.1|515.9
32208,231.1|537.2
32209,541.9|457.1
32210,257.2|419.2
32211,444.1|529.6
32212,339.1|337.6
32213,257.6|378.7
32214,345.7|402.9
32215,481.2|334.7
32216,467.7|504.5
32217,443.2|589.7
32218,339.1|406.5
32219,290.4|425.1
32220,277.2|235.0
32221,442.0|264.1
32222,388.7|475.1
32223,589.0|567.3
32224,509.4|461.3
32225,434.1|338.9
32226,365.8|572.2
32227,574.1|369.4
32228,472.4|252.6
32229,256.2|405.0
32230,464.9|402.5
32231,497.6|488.7
32232,580.0|403.8
32233,557.8|465.6
32234,526.7|441.6
32235,542.8|284.2
32236,361.4|584.3
32237,438.8|396.5
32238,263.3|560.0
32239,463.5|567.1
32240,451.1|484.3
32241,523.5|398.6
32242,570.5|238.6
32243,542.0|453.9
32244,578.0|436.2
32245,584.7|328.1
32246,343.2|319.6
32247,217.6|389.6
32248,368.6|366.6
32249,452.6|444.8
32250,240.4|487.5
32251,334.4|208.5
32252,533.6|521.4
32253,380.7|271.3
32254,230.6|467.0
32255,515.7|482.3
32256,452.6|460.7
32257,208.8|465.0
32258,454.8|507.2
32259,207.4|232.6
32260,274.9|542.7
32261,557.4|267.5
32262,560.4|498.1
32263,589.1|489.8
32264,430.6|400.9
32265,248.7|456.5
32266,448.4|271.6
32267,379.6|486.2
32268,528.0|345.5
32269,469.4|212.2
32270,365.9|376.7
32271,556.0|493.0
32272,244.3|234.7
32273,584.8|394.2
32274,279.9|358.2
32275,373.9|558.8
32276,237.9|498.1
32277,580.8|399.6
32278,227.9|294.2
32279,582.5|587.0
32280,594.7|502.5
32281,264.9|494.4
32282,348.5|339.1
32283,457.4|441.6
32284,397.1|473.0
32285,581.2|433.9
32286,291.3|413.3
32287,471.5|309.9
32288,361.4|288.1
32289,260.3|345.0
32290,260.5|281.5
32291,415.5|578.5
32292,454.8|476.8
32293,293.6|320.9
32294,475.5|316.6
32295,461.9|563.7
32296,554.2|591.5
32297,287.6|435.5
32298,272.7|315.1
32299,410.9|372.1
32300,282.9|403.2
32301,275.0|338.5
32302,436.4|344.4
32303,431.0|409.8
32304,254.6|498.9
32305,264.0|224.5
32306,219.2|207.0
32307,287.6|374.2
32308,441.6|510.9
32309,465.2|534.3
32310,582.6|225.2
32311,585.9|411.5
32312,575.2|413.5
32313,238.1|252.6
32314,517.6|445.0
32315,213.1|413.4
32316,455.3|479.1
32317,241.8|293.3
32318,226.7|412.6
32319,434.1|228.4
32320,230.0|380.6
32321,215.1|576.1
32322,588.7|209.6
32323,393.1|274.7
32324,593.4|536.5
32325,299.1|378.3
32326,361.7|579.5
32327,234.1|309.7
32328,431.9|523.0
32329,377.4|225.4
32330,533.3|428.8
32331,573.2|404.7
32332,563.3|543.6
32333,422.2|474.0
32334,396.2|447.9
32335,585.6|365.9
32336,365.0|251.8
32337,255.4|294.8
32338,591.8|386.1
32339,459.8|428.4
32340,384.5|347.9
32341,403.5|303.5
32342,227.7|573.5
32343,275.2|230.0
32344,463.2|218.8
32345,339.0|411.8
32346,214.8|460.6
32347,339.3|249.6
32348,553.6|259.1
32349,271.7|282.1
32350,533.9|460.4
32351,305.3|382.9
32352,338.4|516.6
32353,257.4|566.1
32354,393.0|520.9
32355,243.4|341.6
32356,281.9|535.7
32357,557.7|382.1
32358,288.6|451.4
32359,581.7|590.0
32360,343.8|377.9
32361,250.3|299.6
32362,394.9|330.5
32363,551.7|579.4
32364,212.6|579.4
32365,351.7|595.1
32366,213.0|409.7
32367,521.5|434.8
32368,470.3|269.7
32369,289.1|526.5
32370,578.5|408.6
32371,208.1|494.3
32372,363.6|560.5
32373,352.4|377.2
32374,449.1|540.7
32375,358.1|580.2
32376,384.2|362.4
32377,592.8|514.6
32378,455.6|275.7
32379,286.9|294.3
32380,288.4|539.0
32381,292.3|436.8
32382,273.5|282.4
32383,467.4|346.3
32384,431.6|380.8
32385,352.1|592.4
32386,230.9|585.0
32387,380.7|491.0
32388,521.5|584.9
32389,226.4|439.7
32390,362.2|366.5
32391,383.7|345.8
32392,339.6|421.8
32393,412.8|376.9
32394,566.6|550.6
32395,421.7|574.7
32396,339.0|551.3
32397,592.3|385.8
32398,275.3|251.3
32399,344.0|557.0
32400,295.6|326.9
32401,456.4|432.2
32402,214.9|352.8
32403,345.5|338.6
32404,278.2|381.7
32405,379.8|502.0
32406,534.6|449.1
32407,366.9|239.2
32408,379.8|274.0
32409,589.8|309.2
32410,557.6|209.0
32411,575.9|457.1
32412,372.3|532.8
32413,353.9|337.7
32414,234.0|366.9
32415,277.6|357.7
32416,228.8|490.8
32417,432.3|339.0
32418,233.0|396.1
32419,305.0|405.2
32420,426.9|256.9
32421,452.2|228.8
32422,595.7|586.4
32423,573.8|507.7
32424,268.0|391.6
32425,267.4|341.9
32426,214.5|292.3
32427,479.0|309.4
32428,438.7|451.6
32429,445.5|332.3
32430,219.2|503.5
32431,576.9|213.2
32432,461.0|226.4
32433,284.6|367.3
32434,572.0|510.6
32435,596.3|583.7
32436,272.3|568.1
32437,425.0|590.1
32438,457.0|424.0
32439,284.9|423.0
32440,226.8|357.9
32441,353.5|596.2
32442,451.3|224.4
32443,287.2|479.9
32444,444.4|314.6
32445,260.8|368.1
32446,341.1|398.0
32447,430.0|593.7
32448,291.7|380.6
32449,250.8|379.4
32450,245.6|420.1
32451,529.2|371.3
32452,273.2|488.2
32453,448.0|591.7
32454,542.1|318.5
32455,452.8|272.1
32456,420.1|389.1
32457,592.1|583.7
32458,223.6|410.4
32459,438.7|396.4
32460,269.4|254.3
32461,472.3|466.3
32462,237.0|499.5
32463,208.6|225.2
32464,343.7|522.4
32465,247.2|505.8
32466,259.0|313.1
32467,594.2|571.4
32468,460.8|332.5
32469,315.7|332.2
32470,270.5|546.4
32471,267.0|293.7
32472,330.0|325.1
32473,596.1|548.2
32474,351.4|554.1
32475,283.2|495.8
32476,504.2|455.8
32477,232.7|391.7
32478,277.7|383.3
32479,343.8|517.3
32480,267.8|477.8
32481,397.7|385.1
32482,206.4|501.6
32483,476.1|484.8
32484,226.7|324.5
32485,240.4|490.9
32486,472.5|275.3
32487,221.0|254.9
32488,220.8|446.3
32489,299.4|397.9
32490,427.9|434.1
32491,208.5|298.5
32492,382.5|595.3
32493,424.1|448.7
32494,204.4|540.2
32495,288.4|488.1
32496,444.8|498.4
32497,321.6|405.3
32498,429.2|579.3
32499,223.7|251.0
32500,217.9|592.1
32501,267.7|553.7
32502,576.2|468.1
32503,361.4|345.9
32504,434.9|574.0
32505,378.2|340.1
32506,209.0|280.0
32507,217.2|244.3
32508,450.2|261.2
32509,218.8|451.3
32510,406.8|458.2
32511,226.7|575.4
32512,352.6|441.7
32513,416.2|330.3
32514,267.5|354.3
32515,395.4|504.5
32516,504.7|486.6
32517,391.7|570.1
32518,204.7|524.9
32519,456.6|444.9
32520,558.1|578.0
32521,447.5|442.7
32522,590.9|263.6
32523,395.3|264.9
32524,320.3|396.5
32525,546.0|537.9
32526,345.9|233.5
32527,272.9|333.7
32528,593.5|505.7
32529,267.5|506.4
32530,424.8|368.8
32531,348.7|343.4
32532,586.9|268.5
32533,409.3|334.1
32534,364.4|355.2
32535,433.7|335.2
32536,218.9|471.0
32537,534.4|525.2
32538,301.9|371.3
32539,434.5|208.0
32540,342.6|531.5
32541,307.1|411.0
32542,524.9|297.0
32543,287.5|267.5
32544,295.4|428.6
32545,548.6|378.8
32546,244.1|548.6
32547,401.6|558.3
32548,387.7|386.5
32549,369.9|394.7
32550,206.1|584.0
32551,574.3|467.4
32552,341.0|402.9
32553,228.9|589.5
32554,521.0|503.1
32555,410.5|456.9
32556,347.7|557.9
32557,579.0|418.9
32558,542.0|590.0
32559,302.6|382.9
32560,420.7|350.3
32561,467.9|527.2
32562,337.1|554.7
32563,452.4|588.3
32564,476.3|358.0
32565,540.2|276.2
32566,341.7|543.3
32567,291.3|371.1
32568,207.7|577.9
32569,372.8|371.8
32570,246.9|498.7
32571,339.3|413.4
32572,276.0|496.4
32573,549.4|279.4
32574,268.8|539.6
32575,434.0|408.4
32576,362.9|329.9
32577,549.5|584.8
32578,209.9|468.9
32579,464.4|471.7
32580,212.5|503.4
32581,212.3|576.8
32582,246.1|456.3
32583,454.1|212.0
32584,505.7|451.1
32585,407.5|484.1
32586,405.3|567.8
32587,534.0|285.9
32588,211.6|485.1
32589,531.0|522.6
32590,209.7|229.3
32591,447.1|514.2
32592,472.5|330.0
32593,586.6|223.4
32594,265.2|221.0
32595,344.1|529.3
32596,281.3|487.1
32597,540.9|448.7
32598,519.1|430.2
32599,388.1|474.6
32600,591.4|208.6
32601,228.3|462.1
32602,392.9|500.2
32603,337.3|324.1
32604,356.1|242.5
32605,380.2|343.3
32606,407.9|369.2
32607,570.5|311.0
32608,455.2|569.9
32609,207.7|528.3
32610,585.3|342.5
32611,213.5|591.2
32612,423.5|395.0
32613,376.8|360.7
32614,554.0|211.6
32615,348.1|321.4
32616,207.1|539.6
32617,382.2|490.4
32618,209.9|587.6
32619,524.5|505.1
32620,450.7|563.1
32621,508.3|456.3
32622,415.2|361.5
32623,206.7|591.7
32624,336.9|439.1
32625,378.2|233.2
32626,482.2|458.5
32627,301.4|417.2
32628,360.3|453.2
32629,467.9|230.4
32630,571.2|232.3
32631,403.6|493.3
32632,581.4|213.4
32633,204.7|538.8
32634,402.0|549.5
32635,253.8|476.6
32636,549.3|463.3
32637,244.6|261.2
32638,389.3|549.9
32639,439.6|354.8
32640,347.1|206.2
32641,380.4|470.5
32642,460.8|422.7
32643,359.3|349.8
32644,335.5|334.7
32645,279.4|437.8
32646,349.5|343.2
32647,347.5|532.3
32648,478.6|274.4
32649,255.8|410.3
32650,462.1|570.6
32651,265.4|331.4
32652,425.5|334.4
32653,262.0|295.8
32654,568.3|315.8
32655,250.9|297.7
32656,438.3|579.3
32657,495.0|243.3
32658,537.8|514.2
32659,393.3|214.7
32660,432.7|344.4
32661,546.5|503.5
32662,254.7|256.0
32663,258.3|224.2
32664,372.3|293.4
32665,251.0|364.4
32666,475.9|517.6
32667,478.8|473.8
32668,239.7|470.8
32669,575.2|314.8
32670,578.5|468.9
32671,286.7|407.8
32672,377.6|215.1
32673,350.9|456.5
32674,243.0|488.0
32675,449.0|246.4
32676,365.1|275.4
32677,306.4|346.6
32678,208.7|255.2
32679,268.3|529.2
32680,438.7|562.8
32681,263.1|488.9
32682,426.0|368.2
32683,245.3|354.1
32684,360.2|213.1
32685,378.6|335.0
32686,262.7|285.7
32687,449.6|299.9
32688,413.8|404.1
32689,514.1|491.3
32690,345.5|232.4
32691,264.4|439.8
32692,430.6|247.1
32693,353.0|218.7
32694,249.5|560.5
32695,521.8|446.9
32696,449.9|353.4
32697,568.2|569.5
32698,472.3|537.2
32699,545.0|524.0
32700,518.4|440.2
32701,362.6|237.8
32702,414.9|323.6
32703,212.1|330.0
32704,234.1|385.6
32705,458.7|448.2
32706,472.8|334.3
32707,559.6|366.8
32708,584.6|215.1
32709,276.5|355.5
32710,280.1|332.0
32711,290.1|569.4
32712,586.0|404.2
32713,551.1|251.8
32714,216.0|494.1
32715,308.2|382.2
32716,484.4|289.8
32717,582.4|561.9
32718,318.9|358.6
32719,375.2|224.3
32720,471.5|256.4
32721,455.3|221.1
32722,590.5|354.0
32723,514.8|515.2
32724,576.8|321.3
32725,494.2|489.3
32726,298.1|414.8
32727,367.7|218.3
32728,593.2|521.6
32729,350.5|251.9
32730,423.6|470.0
32731,322.1|399.1
32732,235.0|414.5
32733,409.6|228.3
32734,381.0|491.9
32735,398.4|380.1
32736,382.8|348.7
32737,383.3|494.1
32738,210.5|480.8
32739,433.3|262.5
32740,464.5|324.8
32741,525.3|442.5
32742,546.7|269.8
32743,571.6|454.9
32744,554.2|528.9
32745,267.1|490.8
32746,291.7|367.1
32747,513.1|537.6
32748,474.1|310.5
32749,569.9|460.5
32750,459.0|489.0
32751,218.2|401.2
32752,449.8|542.3
32753,387.3|406.8
32754,573.7|359.3
32755,544.3|540.6
32756,238.3|544.5
32757,582.1|217.5
32758,587.1|219.8
32759,253.0|258.4
32760,265.5|220.9
32761,522.9|403.8
32762,571.2|516.4
32763,215.8|328.7
32764,413.9|398.1
32765,408.2|483.5
32766,569.1|221.4
32767,255.1|437.5
32768,389.2|571.6
32769,248.7|288.5
32770,400.2|307.8
32771,258.7|367.6
32772,336.9|567.6
32773,349.3|310.7
32774,444.6|577.1
32775,592.3|404.8
32776,415.5|444.7
32777,293.0|293.7
32778,487.2|352.1
32779,481.8|241.0
32780,422.9|493.2
32781,231.9|461.3
32782,475.1|521.5
32783,220.1|390.3
32784,543.9|571.2
32785,299.2|398.6
32786,388.7|241.0
32787,383.7|224.3
32788,352.9|388.5
32789,263.1|284.0
32790,463.6|301.3
32791,478.3|361.6
32792,211.4|493.8
32793,462.3|460.8
32794,458.7|449.8
32795,476.4|350.3
32796,406.5|221.3
32797,593.3|309.8
32798,421.2|458.2
32799,538.2|322.2
32800,484.0|369.1
32801,388.6|283.0
32802,240.7|558.5
32803,475.9|238.4
32804,580.7|591.5
32805,205.5|585.4
32806,460.0|267.3
32807,427.3|371.7
32808,213.1|300.1
32809,242.1|351.7
32810,276.9|251.3
32811,583.4|213.7
32812,430.0|573.5
32813,375.3|212.4
32814,217.3|396.6
32815,226.0|387.7
32816,381.2|223.5
32817,587.1|207.7
32818,269.6|280.5
32819,481.0|490.8
32820,323.1|405.3
32821,331.4|407.8
32822,587.2|492.6
32823,442.8|377.4
32824,587.9|350.9
32825,390.8|499.0
32826,531.5|423.7
32827,579.1|426.7
32828,453.1|310.5
32829,574.6|306.1
32830,292.3|575.2
32831,254.3|423.0
32832,266.3|271.1
32833,274.0|240.5
32834,237.1|401.0
32835,380.8|594.5
32836,573.6|206.7
32837,292.6|493.9
32838,268.1|571.2
32839,595.0|517.6
32840,523.1|558.6
32841,457.2|416.5
32842,222.0|503.2
32843,444.2|545.0
32844,510.9|440.4
32845,417.7|209.6
32846,255.9|424.1
32847,265.5|350.4
32848,207.4|593.8
32849,564.7|463.1
32850,588.0|401.9
32851,594.2|477.3
32852,444.7|316.6
32853,343.9|545.3
32854,355.5|333.8
32855,534.5|547.2
32856,285.4|536.7
32857,462.0|565.7
32858,375.2|224.6
32859,594.2|417.5
32860,569.3|438.1
32861,591.9|360.5
32862,469.0|355.6
32863,298.9|380.8
32864,512.9|435.9
32865,205.4|577.5
32866,536.8|588.6
32867,222.2|515.6
32868,377.0|567.8
32869,583.4|554.6
32870,579.7|209.7
32871,217.1|476.5
32872,274.8|517.1
32873,422.7|337.2
32874,385.8|374.8
32875,397.4|590.0
32876,263.1|572.3
32877,226.6|251.6
32878,344.4|222.6
32879,419.4|219.8
32880,381.9|475.1
32881,363.4|364.5
32882,451.6|584.5
32883,240.4|505.3
32884,260.6|257.8
32885,292.9|437.3
32886,404.5|245.5
32887,205.3|586.2
32888,337.7|406.8
32889,445.3|414.2
32890,272.2|270.2
32891,370.9|348.9
32892,407.3|455.7
32893,361.2|538.2
32894,579.0|287.7
32895,403.6|530.6
32896,407.8|391.7
32897,218.4|416.2
32898,419.0|414.8
32899,461.9|362.1
32900,474.7|349.1
32901,565.7|569.2
32902,423.0|370.4
32903,209.1|239.6
32904,416.0|217.2
32905,432.2|230.9
32906,457.9|386.0
32907,235.3|310.9
32908,291.7|577.9
32909,274.4|566.5
32910,544.3|330.9
32911,257.2|571.2
32912,281.3|590.3
32913,259.6|311.1
32914,289.5|433.2
32915,577.8|414.0
32916,228.2|468.6
32917,388.3|259.4
32918,220.1|478.4
32919,381.2|210.5
32920,544.4|457.9
32921,594.6|336.6
32922,451.3|224.5
32923,280.3|326.6
32924,328.7|424.1
32925,204.1|322.5
32926,381.9|262.2
32927,391.8|282.0
32928,418.5|265.7
32929,223.5|589.3
32930,262.6|493.3
32931,533.8|575.9
32932,261.9|367.6
32933,433.6|574.4
32934,238.6|222.5
32935,429.7|403.0
32936,556.4|556.8
32937,521.5|579.0
32938,280.9|481.8
32939,440.5|496.0
32940,345.6|331.2
32941,272.2|536.3
32942,463.8|347.8
32943,561.5|246.2
32944,224.4|419.1
32945,433.8|456.5
32946,545.9|245.7
32947,404.3|227.6
32948,585.5|412.6
32949,259.4|298.4
32950,418.5|245.7
32951,587.5|514.1
32952,253.5|544.2
32953,393.6|558.1
32954,281.0|234.0
32955,225.5|411.6
32956,460.9|455.0
32957,436.3|340.2
32958,390.8|308.2
32959,557.2|232.1
32960,462.1|431.5
32961,333.3|213.0
32962,393.2|253.4
32963,448.2|213.3
32964,214.8|215.5
32965,579.6|552.1
32966,432.0|536.9
32967,287.5|279.8
32968,575.9|465.3
32969,287.5|493.2
32970,426.3|462.4
32971,294.2|308.7
32972,468.2|250.2
32973,346.8|340.7
32974,340.0|517.5
32975,335.3|331.7
32976,227.6|479.0
32977,228.6|456.1
32978,396.0|582.7
32979,347.9|343.6
32980,220.9|498.3
32981,547.0|453.3
32982,453.3|536.5
32983,590.8|425.5
32984,441.3|260.4
32985,228.0|212.2
32986,229.0|320.8
32987,391.7|507.0
32988,271.6|293.1
32989,367.7|535.2
32990,253.0|273.0
32991,539.9|452.3
32992,357.1|556.9
32993,389.0|278.3
32994,360.5|331.9
32995,570.0|521.3
32996,552.1|527.5
32997,468.0|395.5
32998,530.5|544.9
32999,377.9|212.7
33000,205.7|329.7
33001,205.4|236.4
33002,252.2|295.9
33003,589.6|398.4
33004,250.1|340.7
33005,540.1|279.4
33006,355.9|539.6
33007,225.6|425.1
33008,205.4|528.9
33009,242.6|247.8
33010,277.7|543.9
33011,465.8|561.6
33012,254.5|364.2
33013,364.1|219.3
33014,269.3|410.9
33015,482.8|507.7
33016,593.2|534.0
33017,336.5|225.5
33018,584.1|556.3
33019,536.4|503.5
33020,523.2|438.3
33021,516.0|472.8
33022,491.5|466.1
33023,386.9|505.4
33024,406.7|364.6
33025,510.5|477.8
33026,341.4|413.3
33027,244.8|502.7
33028,256.6|554.5
33029,450.3|478.5
33030,569.4|364.1
33031,593.6|580.2
33032,209.3|472.7
33033,538.9|465.5
33034,590.2|488.0
33035,339.1|258.0
33036,458.8|515.6
33037,352.8|567.1
33038,439.6|340.6
33039,393.9|382.3
33040,302.6|325.6
33041,377.6|308.0
33042,257.6|431.1
33043,543.4|526.6
33044,562.2|466.3
33045,546.8|409.2
33046,592.9|419.8
33047,272.4|583.7
33048,365.3|507.5
33049,562.1|246.4
33050,467.6|206.6
33051,540.0|520.5
33052,334.1|420.6
33053,262.9|300.4
33054,341.4|345.2
33055,328.9|422.0
33056,390.6|273.0
33057,219.6|483.5
33058,289.3|326.1
33059,280.2|596.4
33060,476.6|364.8
33061,392.2|289.8
33062,375.0|419.6
33063,336.6|209.5
33064,437.3|405.2
33065,436.7|311.7
33066,457.7|266.6
33067,319.6|358.6
33068,481.4|362.4
33069,445.4|413.4
33070,354.3|264.8
33071,301.2|410.5
33072,223.4|488.8
33073,341.9|322.6
33074,541.2|401.0
33075,594.3|580.5
33076,260.6|408.7
33077,405.5|210.6
33078,461.0|366.5
33079,479.2|248.7
33080,352.0|283.1
33081,242.4|341.5
33082,284.5|571.9
33083,257.8|566.1
33084,574.3|408.7
33085,531.2|343.5
33086,468.5|216.0
33087,209.2|466.3
33088,207.6|216.3
33089,461.8|570.3
33090,459.6|350.4
33091,424.3|241.8
33092,207.8|439.9
33093,405.5|446.3
33094,235.1|573.2
33095,349.5|461.3
33096,474.0|351.5
33097,477.6|212.3
33098,544.1|237.9
33099,233.9|358.0
33100,353.5|288.4
33101,534.2|459.6
33102,373.7|225.9
33103,440.2|584.0
33104,227.4|253.5
33105,468.3|487.3
33106,278.0|239.2
33107,291.8|286.6
33108,339.3|238.1
33109,560.6|462.9
33110,475.5|523.5
33111,523.7|521.5
33112,470.3|425.0
33113,576.4|462.1
33114,294.0|523.4
33115,221.5|481.9
33116,482.1|490.2
33117,528.4|528.2
33118,571.3|211.2
33119,354.5|586.2
33120,358.4|563.6
33121,282.5|580.9
33122,585.5|558.6
33123,529.3|319.7
33124,493.6|461.2
33125,237.8|214.7
33126,441.7|351.7
33127,519.5|553.5
33128,288.5|325.1
33129,389.1|460.1
33130,363.1|512.0
33131,422.9|445.7
33132,318.9|375.3
33133,380.0|250.6
33134,385.9|353.5
33135,432.4|446.5
33136,452.6|223.4
33137,406.1|209.4
33138,549.8|461.3
33139,291.7|331.1
33140,544.8|294.9
33141,412.5|587.9
33142,273.2|231.5
33143,352.6|278.8
33144,232.9|380.8
33145,258.8|300.4
33146,390.7|591.1
33147,482.0|243.6
33148,461.6|284.1
33149,356.2|282.4
33150,460.1|542.2
33151,291.1|436.8
33152,312.6|415.7
33153,566.7|570.8
33154,458.5|259.6
33155,532.5|300.9
33156,371.2|569.7
33157,525.6|514.2
33158,413.7|292.0
33159,352.8|309.3
33160,583.4|431.9
33161,219.4|468.9
33162,460.7|378.9
33163,406.2|463.1
33164,587.8|574.5
33165,422.7|317.6
33166,576.5|524.6
33167,533.8|318.6
33168,428.6|577.2
33169,594.3|409.8
33170,399.5|468.9
33171,523.6|428.7
33172,227.4|395.2
33173,342.1|314.9
33174,281.5|471.3
33175,204.2|538.8
33176,348.9|282.6
33177,254.0|305.5
33178,228.7|380.7
33179,395.7|498.9
33180,588.1|425.7
33181,416.4|273.3
33182,235.8|417.7
33183,289.0|566.4
33184,408.6|336.2
33185,367.5|223.8
33186,381.3|594.5
33187,398.5|292.9
33188,295.4|499.5
33189,234.0|381.4
33190,284.0|571.5
33191,569.3|310.4
33192,357.8|230.1
33193,442.4|387.0
33194,450.9|328.5
33195,533.2|526.8
33196,551.0|225.9
33197,283.0|575.4
33198,443.1|448.7
33199,422.7|207.5
33200,259.8|219.8
33201,468.8|529.6
33202,587.7|439.8
33203,366.0|594.4
33204,461.6|256.9
33205,474.8|275.0
33206,447.9|533.3
33207,370.7|214.5
33208,208.1|227.5
33209,442.8|582.3
33210,351.6|554.2
33211,227.5|379.6
33212,373.9|595.2
33213,395.4|217.5
33214,465.2|339.8
33215,247.6|360.9
33216,496.1|243.3
33217,440.8|251.6
33218,524.7|417.3
